user_id,product_id,rating,timestamp
user_131,product_25,4,2023-01-04 20:00:00
user_142,product_13,3,2023-01-04 22:00:00
user_170,product_36,3,2023-01-04 23:00:00
user_28,product_20,5,2023-01-05 00:00:00
user_35,product_17,4,2023-01-05 01:00:00
user_12,product_4,4,2023-01-05 02:00:00
user_159,product_2,5,2023-01-05 03:00:00
user_70,product_22,3,2023-01-05 04:00:00
user_186,product_25,5,2023-01-05 05:00:00
user_85,product_36,4,2023-01-05 06:00:00
user_27,product_23,4,2023-01-05 07:00:00
user_65,product_48,4,2023-01-05 08:00:00
user_169,product_18,3,2023-01-05 09:00:00
user_44,product_24,3,2023-01-05 10:00:00
user_61,product_20,5,2023-01-05 11:00:00
user_184,product_11,5,2023-01-05 12:00:00
user_133,product_40,5,2023-01-05 13:00:00
user_27,product_32,3,2023-01-05 14:00:00
user_27,product_49,4,2023-01-05 15:00:00
user_107,product_3,3,2023-01-05 16:00:00
user_43,product_41,1,2023-01-05 17:00:00
user_83,product_6,5,2023-01-05 18:00:00
user_29,product_21,4,2023-01-05 19:00:00
user_189,product_32,2,2023-01-05 20:00:00
user_74,product_16,1,2023-01-05 21:00:00
user_127,product_23,5,2023-01-05 22:00:00
user_91,product_33,1,2023-01-05 23:00:00
user_189,product_27,4,2023-01-06 00:00:00
user_128,product_42,4,2023-01-06 01:00:00
user_120,product_40,3,2023-01-06 02:00:00
user_26,product_38,3,2023-01-06 03:00:00
user_189,product_21,4,2023-01-06 04:00:00
user_120,product_48,5,2023-01-06 05:00:00
user_115,product_16,4,2023-01-06 06:00:00
user_2,product_33,5,2023-01-06 07:00:00
user_197,product_45,5,2023-01-06 09:00:00
user_199,product_5,4,2023-01-06 10:00:00
user_154,product_33,4,2023-01-06 11:00:00
user_136,product_0,5,2023-01-06 12:00:00
user_61,product_9,5,2023-01-06 13:00:00
user_164,product_20,4,2023-01-06 14:00:00
user_50,product_4,5,2023-01-06 15:00:00
user_171,product_1,1,2023-01-06 16:00:00
user_151,product_21,4,2023-01-06 17:00:00
user_58,product_47,4,2023-01-06 18:00:00
user_117,product_1,3,2023-01-06 19:00:00
user_159,product_9,2,2023-01-06 20:00:00
user_95,product_33,5,2023-01-06 21:00:00
user_179,product_15,4,2023-01-06 22:00:00
user_112,product_47,4,2023-01-06 23:00:00
user_61,product_38,4,2023-01-07 00:00:00
user_185,product_21,4,2023-01-07 01:00:00
user_51,product_11,3,2023-01-07 02:00:00
user_11,product_23,5,2023-01-07 03:00:00
user_38,product_46,5,2023-01-07 04:00:00
user_129,product_39,5,2023-01-07 05:00:00
user_130,product_37,5,2023-01-07 06:00:00
user_112,product_9,4,2023-01-07 07:00:00
user_100,product_34,2,2023-01-07 08:00:00
user_112,product_48,4,2023-01-07 09:00:00
user_183,product_31,2,2023-01-07 10:00:00
user_80,product_6,5,2023-01-07 11:00:00
user_186,product_20,3,2023-01-07 12:00:00
user_112,product_19,3,2023-01-07 13:00:00
user_1,product_25,5,2023-01-07 14:00:00
user_129,product_3,5,2023-01-07 15:00:00
user_53,product_45,5,2023-01-07 16:00:00
user_86,product_21,1,2023-01-07 17:00:00
user_128,product_14,1,2023-01-07 18:00:00
user_146,product_39,4,2023-01-07 19:00:00
user_125,product_20,3,2023-01-07 20:00:00
user_129,product_14,1,2023-01-07 21:00:00
user_52,product_21,4,2023-01-07 22:00:00
user_171,product_27,5,2023-01-07 23:00:00
user_159,product_13,4,2023-01-08 00:00:00
user_197,product_26,5,2023-01-08 01:00:00
user_159,product_40,5,2023-01-08 02:00:00
user_67,product_39,4,2023-01-08 03:00:00
user_182,product_27,5,2023-01-08 04:00:00
user_183,product_25,3,2023-01-08 05:00:00
user_122,product_48,3,2023-01-08 06:00:00
user_144,product_1,5,2023-01-08 07:00:00
user_37,product_24,3,2023-01-08 08:00:00
user_23,product_2,5,2023-01-08 09:00:00
user_68,product_7,3,2023-01-08 10:00:00
user_115,product_43,4,2023-01-08 11:00:00
user_97,product_32,4,2023-01-08 12:00:00
user_197,product_41,3,2023-01-08 13:00:00
user_138,product_34,1,2023-01-08 14:00:00
user_143,product_5,5,2023-01-08 15:00:00
user_96,product_38,5,2023-01-08 16:00:00
user_123,product_22,5,2023-01-08 17:00:00
user_186,product_24,4,2023-01-08 18:00:00
user_69,product_49,5,2023-01-08 19:00:00
user_92,product_42,5,2023-01-08 20:00:00
user_2,product_18,5,2023-01-08 21:00:00
user_147,product_4,4,2023-01-08 22:00:00
user_186,product_10,5,2023-01-08 23:00:00
user_163,product_11,5,2023-01-09 00:00:00
user_146,product_9,4,2023-01-09 01:00:00
user_89,product_7,5,2023-01-09 02:00:00
user_194,product_23,4,2023-01-09 03:00:00
user_146,product_27,3,2023-01-09 04:00:00
user_147,product_40,1,2023-01-09 05:00:00
user_95,product_35,4,2023-01-09 06:00:00
user_198,product_36,4,2023-01-09 07:00:00
user_160,product_7,3,2023-01-09 09:00:00
user_167,product_8,5,2023-01-09 10:00:00
user_127,product_46,5,2023-01-09 11:00:00
user_38,product_14,3,2023-01-09 12:00:00
user_81,product_47,5,2023-01-09 13:00:00
user_103,product_45,5,2023-01-09 14:00:00
user_128,product_39,5,2023-01-09 15:00:00
user_10,product_17,5,2023-01-09 16:00:00
user_184,product_41,5,2023-01-09 17:00:00
user_177,product_19,5,2023-01-09 18:00:00
user_150,product_5,4,2023-01-09 19:00:00
user_158,product_11,5,2023-01-09 20:00:00
user_41,product_1,5,2023-01-09 21:00:00
user_98,product_6,4,2023-01-09 22:00:00
user_6,product_15,4,2023-01-09 23:00:00
user_143,product_2,5,2023-01-10 00:00:00
user_89,product_44,2,2023-01-10 01:00:00
user_111,product_2,5,2023-01-10 02:00:00
user_59,product_26,4,2023-01-10 03:00:00
user_112,product_49,3,2023-01-10 04:00:00
user_1,product_42,4,2023-01-10 05:00:00
user_47,product_37,5,2023-01-10 07:00:00
user_139,product_32,5,2023-01-10 08:00:00
user_196,product_27,5,2023-01-10 09:00:00
user_36,product_0,3,2023-01-10 10:00:00
user_159,product_7,3,2023-01-10 11:00:00
user_8,product_36,5,2023-01-10 12:00:00
user_98,product_31,5,2023-01-10 13:00:00
user_146,product_47,4,2023-01-10 14:00:00
user_47,product_42,4,2023-01-10 15:00:00
user_130,product_36,4,2023-01-10 16:00:00
user_147,product_3,5,2023-01-10 17:00:00
user_151,product_29,5,2023-01-10 18:00:00
user_53,product_5,4,2023-01-10 19:00:00
user_119,product_45,4,2023-01-10 20:00:00
user_160,product_18,5,2023-01-10 21:00:00
user_151,product_31,1,2023-01-10 22:00:00
user_115,product_8,4,2023-01-10 23:00:00
user_74,product_11,4,2023-01-11 00:00:00
user_112,product_10,3,2023-01-11 01:00:00
user_199,product_45,2,2023-01-11 02:00:00
user_163,product_15,5,2023-01-11 03:00:00
user_165,product_0,5,2023-01-11 04:00:00
user_103,product_44,5,2023-01-11 05:00:00
user_83,product_20,5,2023-01-11 06:00:00
user_111,product_29,4,2023-01-11 07:00:00
user_98,product_12,5,2023-01-11 08:00:00
user_152,product_33,4,2023-01-11 09:00:00
user_92,product_3,5,2023-01-11 10:00:00
user_145,product_27,5,2023-01-11 11:00:00
user_127,product_37,3,2023-01-11 12:00:00
user_109,product_30,4,2023-01-11 13:00:00
user_81,product_26,4,2023-01-11 14:00:00
user_193,product_4,3,2023-01-11 15:00:00
user_53,product_24,2,2023-01-11 16:00:00
user_162,product_2,5,2023-01-11 17:00:00
user_188,product_32,5,2023-01-11 18:00:00
user_168,product_3,4,2023-01-11 19:00:00
user_160,product_24,2,2023-01-11 20:00:00
user_67,product_19,2,2023-01-11 21:00:00
user_32,product_33,5,2023-01-11 22:00:00
user_141,product_25,4,2023-01-11 23:00:00
user_20,product_4,4,2023-01-12 00:00:00
user_47,product_34,4,2023-01-12 01:00:00
user_147,product_27,4,2023-01-12 02:00:00
user_127,product_28,4,2023-01-12 03:00:00
user_135,product_8,5,2023-01-12 04:00:00
user_134,product_37,4,2023-01-12 05:00:00
user_194,product_49,5,2023-01-12 06:00:00
user_144,product_5,4,2023-01-12 07:00:00
user_127,product_18,5,2023-01-12 08:00:00
user_32,product_43,5,2023-01-12 09:00:00
user_175,product_10,3,2023-01-12 10:00:00
user_186,product_1,4,2023-01-12 11:00:00
user_114,product_46,4,2023-01-12 12:00:00
user_118,product_43,5,2023-01-12 13:00:00
user_21,product_43,4,2023-01-12 14:00:00
user_157,product_8,5,2023-01-12 15:00:00
user_37,product_20,2,2023-01-12 16:00:00
user_108,product_23,5,2023-01-12 17:00:00
user_50,product_33,5,2023-01-12 18:00:00
user_181,product_21,5,2023-01-12 19:00:00
user_7,product_2,4,2023-01-12 20:00:00
user_26,product_11,4,2023-01-12 21:00:00
user_26,product_27,5,2023-01-12 22:00:00
user_20,product_29,3,2023-01-12 23:00:00
user_29,product_25,3,2023-01-13 00:00:00
user_96,product_47,4,2023-01-13 01:00:00
user_27,product_20,4,2023-01-13 02:00:00
user_110,product_27,4,2023-01-13 03:00:00
user_191,product_25,4,2023-01-13 04:00:00
user_196,product_32,4,2023-01-13 05:00:00
user_60,product_20,5,2023-01-13 06:00:00
user_146,product_33,5,2023-01-13 08:00:00
user_3,product_40,5,2023-01-13 09:00:00
user_34,product_46,4,2023-01-13 10:00:00
user_191,product_17,2,2023-01-13 11:00:00
user_48,product_10,1,2023-01-13 12:00:00
user_16,product_22,4,2023-01-13 13:00:00
user_171,product_47,5,2023-01-13 14:00:00
user_157,product_21,4,2023-01-13 15:00:00
user_45,product_16,4,2023-01-13 16:00:00
user_116,product_4,4,2023-01-13 17:00:00
user_5,product_43,4,2023-01-13 18:00:00
user_98,product_10,5,2023-01-13 19:00:00
user_123,product_29,3,2023-01-13 20:00:00
user_36,product_14,5,2023-01-13 21:00:00
user_23,product_26,4,2023-01-13 22:00:00
user_92,product_34,3,2023-01-13 23:00:00
user_45,product_32,5,2023-01-14 00:00:00
user_180,product_19,2,2023-01-14 01:00:00
user_94,product_15,5,2023-01-14 02:00:00
user_98,product_33,5,2023-01-14 03:00:00
user_187,product_1,5,2023-01-14 04:00:00
user_115,product_34,5,2023-01-14 05:00:00
user_190,product_39,4,2023-01-14 06:00:00
user_159,product_27,5,2023-01-14 07:00:00
user_160,product_46,4,2023-01-14 08:00:00
user_66,product_38,5,2023-01-14 09:00:00
user_127,product_5,5,2023-01-14 10:00:00
user_17,product_8,5,2023-01-14 11:00:00
user_24,product_19,5,2023-01-14 12:00:00
user_53,product_0,4,2023-01-14 13:00:00
user_57,product_7,5,2023-01-14 14:00:00
user_66,product_22,5,2023-01-14 15:00:00
user_103,product_2,5,2023-01-14 16:00:00
user_173,product_3,5,2023-01-14 17:00:00
user_23,product_24,4,2023-01-14 18:00:00
user_113,product_46,4,2023-01-14 19:00:00
user_31,product_37,4,2023-01-14 20:00:00
user_174,product_14,5,2023-01-14 21:00:00
user_85,product_20,4,2023-01-14 22:00:00
user_150,product_34,4,2023-01-14 23:00:00
user_193,product_45,4,2023-01-15 00:00:00
user_126,product_13,5,2023-01-15 01:00:00
user_154,product_35,4,2023-01-15 02:00:00
user_129,product_11,2,2023-01-15 03:00:00
user_16,product_16,3,2023-01-15 04:00:00
user_103,product_38,2,2023-01-15 05:00:00
user_160,product_8,4,2023-01-15 06:00:00
user_136,product_34,3,2023-01-15 07:00:00
user_42,product_12,3,2023-01-15 08:00:00
user_175,product_14,5,2023-01-15 09:00:00
user_38,product_17,5,2023-01-15 10:00:00
user_169,product_32,4,2023-01-15 11:00:00
user_25,product_5,5,2023-01-15 12:00:00
user_98,product_26,1,2023-01-15 13:00:00
user_49,product_22,5,2023-01-15 14:00:00
user_152,product_26,5,2023-01-15 15:00:00
user_151,product_33,4,2023-01-15 16:00:00
user_12,product_45,4,2023-01-15 17:00:00
user_59,product_37,4,2023-01-15 18:00:00
user_134,product_13,4,2023-01-15 19:00:00
user_56,product_35,5,2023-01-15 20:00:00
user_35,product_7,3,2023-01-15 21:00:00
user_172,product_34,3,2023-01-15 22:00:00
user_19,product_18,3,2023-01-15 23:00:00
user_64,product_29,4,2023-01-16 00:00:00
user_7,product_13,4,2023-01-16 01:00:00
user_143,product_19,3,2023-01-16 02:00:00
user_141,product_48,5,2023-01-16 03:00:00
user_114,product_24,4,2023-01-16 04:00:00
user_142,product_39,3,2023-01-16 05:00:00
user_91,product_23,5,2023-01-16 06:00:00
user_97,product_13,1,2023-01-16 07:00:00
user_65,product_25,5,2023-01-16 08:00:00
user_190,product_22,3,2023-01-16 10:00:00
user_85,product_21,1,2023-01-16 11:00:00
user_50,product_47,4,2023-01-16 12:00:00
user_152,product_18,2,2023-01-16 13:00:00
user_185,product_45,3,2023-01-16 14:00:00
user_62,product_2,4,2023-01-16 15:00:00
user_189,product_41,4,2023-01-16 16:00:00
user_124,product_18,4,2023-01-16 17:00:00
user_149,product_8,5,2023-01-16 18:00:00
user_57,product_27,4,2023-01-16 19:00:00
user_57,product_19,3,2023-01-16 20:00:00
user_85,product_44,3,2023-01-16 21:00:00
user_48,product_6,5,2023-01-16 22:00:00
user_179,product_13,4,2023-01-16 23:00:00
user_169,product_8,5,2023-01-17 00:00:00
user_69,product_18,4,2023-01-17 01:00:00
user_14,product_46,5,2023-01-17 02:00:00
user_53,product_13,4,2023-01-17 03:00:00
user_187,product_37,4,2023-01-17 04:00:00
user_100,product_35,4,2023-01-17 05:00:00
user_7,product_39,4,2023-01-17 06:00:00
user_52,product_16,3,2023-01-17 07:00:00
user_59,product_29,4,2023-01-17 08:00:00
user_107,product_8,5,2023-01-17 09:00:00
user_4,product_32,5,2023-01-17 10:00:00
user_102,product_24,4,2023-01-17 11:00:00
user_195,product_13,4,2023-01-17 12:00:00
user_5,product_10,3,2023-01-17 13:00:00
user_108,product_34,5,2023-01-17 14:00:00
user_115,product_40,4,2023-01-17 15:00:00
user_93,product_13,5,2023-01-17 16:00:00
user_46,product_29,4,2023-01-17 17:00:00
user_98,product_40,4,2023-01-17 18:00:00
user_54,product_3,5,2023-01-17 19:00:00
user_167,product_3,5,2023-01-17 20:00:00
user_51,product_27,4,2023-01-17 21:00:00
user_143,product_7,4,2023-01-17 22:00:00
user_12,product_1,5,2023-01-17 23:00:00
user_113,product_40,1,2023-01-18 00:00:00
user_123,product_45,5,2023-01-18 01:00:00
user_105,product_21,3,2023-01-18 02:00:00
user_157,product_40,5,2023-01-18 03:00:00
user_146,product_15,5,2023-01-18 04:00:00
user_144,product_28,4,2023-01-18 05:00:00
user_119,product_48,5,2023-01-18 06:00:00
user_18,product_29,3,2023-01-18 08:00:00
user_91,product_11,4,2023-01-18 09:00:00
user_57,product_34,4,2023-01-18 10:00:00
user_182,product_10,5,2023-01-18 11:00:00
user_89,product_45,1,2023-01-18 12:00:00
user_116,product_49,3,2023-01-18 13:00:00
user_22,product_20,3,2023-01-18 15:00:00
user_126,product_4,4,2023-01-18 16:00:00
user_136,product_47,5,2023-01-18 17:00:00
user_139,product_19,5,2023-01-18 18:00:00
user_128,product_36,5,2023-01-18 19:00:00
user_57,product_2,3,2023-01-18 20:00:00
user_121,product_43,4,2023-01-18 21:00:00
user_33,product_8,4,2023-01-18 23:00:00
user_95,product_8,4,2023-01-19 00:00:00
user_125,product_3,2,2023-01-19 01:00:00
user_117,product_34,3,2023-01-19 02:00:00
user_47,product_16,5,2023-01-19 03:00:00
user_88,product_33,4,2023-01-19 04:00:00
user_116,product_23,4,2023-01-19 05:00:00
user_128,product_31,1,2023-01-19 06:00:00
user_15,product_0,3,2023-01-19 07:00:00
user_188,product_7,5,2023-01-19 08:00:00
user_191,product_44,3,2023-01-19 09:00:00
user_68,product_46,1,2023-01-19 11:00:00
user_21,product_39,4,2023-01-19 12:00:00
user_92,product_11,1,2023-01-19 13:00:00
user_194,product_11,5,2023-01-19 14:00:00
user_75,product_45,5,2023-01-19 15:00:00
user_153,product_46,5,2023-01-19 16:00:00
user_143,product_14,4,2023-01-19 17:00:00
user_178,product_40,5,2023-01-19 18:00:00
user_85,product_18,4,2023-01-19 19:00:00
user_184,product_25,4,2023-01-19 20:00:00
user_28,product_28,5,2023-01-19 21:00:00
user_68,product_21,1,2023-01-19 22:00:00
user_46,product_39,3,2023-01-19 23:00:00
user_93,product_20,5,2023-01-20 00:00:00
user_189,product_37,3,2023-01-20 01:00:00
user_196,product_19,4,2023-01-20 02:00:00
user_143,product_28,4,2023-01-20 03:00:00
user_175,product_3,5,2023-01-20 04:00:00
user_84,product_6,5,2023-01-20 05:00:00
user_38,product_27,5,2023-01-20 06:00:00
user_99,product_27,4,2023-01-20 07:00:00
user_32,product_3,3,2023-01-20 08:00:00
user_100,product_21,4,2023-01-20 09:00:00
user_22,product_11,1,2023-01-20 10:00:00
user_9,product_44,1,2023-01-20 11:00:00
user_68,product_2,4,2023-01-20 12:00:00
user_99,product_21,4,2023-01-20 13:00:00
user_33,product_43,5,2023-01-20 14:00:00
user_179,product_1,3,2023-01-20 15:00:00
user_137,product_23,4,2023-01-20 16:00:00
user_185,product_26,5,2023-01-20 18:00:00
user_95,product_40,5,2023-01-20 19:00:00
user_0,product_0,5,2023-01-20 20:00:00
user_3,product_22,4,2023-01-20 22:00:00
user_15,product_37,4,2023-01-20 23:00:00
user_23,product_5,4,2023-01-21 00:00:00
user_79,product_21,4,2023-01-21 01:00:00
user_1,product_24,4,2023-01-21 02:00:00
user_127,product_17,4,2023-01-21 03:00:00
user_159,product_16,5,2023-01-21 04:00:00
user_83,product_11,5,2023-01-21 05:00:00
user_151,product_5,5,2023-01-21 06:00:00
user_139,product_25,5,2023-01-21 07:00:00
user_177,product_26,5,2023-01-21 08:00:00
user_162,product_7,3,2023-01-21 09:00:00
user_123,product_18,2,2023-01-21 10:00:00
user_32,product_41,5,2023-01-21 11:00:00
user_160,product_0,5,2023-01-21 12:00:00
user_188,product_28,1,2023-01-21 13:00:00
user_178,product_44,5,2023-01-21 14:00:00
user_170,product_48,2,2023-01-21 15:00:00
user_11,product_39,5,2023-01-21 17:00:00
user_66,product_13,3,2023-01-21 18:00:00
user_64,product_34,2,2023-01-21 19:00:00
user_160,product_47,4,2023-01-21 20:00:00
user_167,product_44,5,2023-01-21 21:00:00
user_73,product_19,4,2023-01-21 22:00:00
user_42,product_48,5,2023-01-21 23:00:00
user_43,product_12,4,2023-01-22 00:00:00
user_28,product_37,1,2023-01-22 01:00:00
user_140,product_48,5,2023-01-22 02:00:00
user_11,product_45,1,2023-01-22 03:00:00
user_94,product_48,5,2023-01-22 04:00:00
user_45,product_7,4,2023-01-22 05:00:00
user_129,product_42,5,2023-01-22 06:00:00
user_34,product_19,3,2023-01-22 07:00:00
user_80,product_32,4,2023-01-22 08:00:00
user_89,product_25,3,2023-01-22 09:00:00
user_7,product_38,2,2023-01-22 10:00:00
user_92,product_20,5,2023-01-22 11:00:00
user_153,product_48,3,2023-01-22 12:00:00
user_89,product_41,4,2023-01-22 13:00:00
user_161,product_42,3,2023-01-22 14:00:00
user_114,product_40,4,2023-01-22 15:00:00
user_104,product_8,5,2023-01-22 16:00:00
user_134,product_23,4,2023-01-22 17:00:00
user_195,product_36,5,2023-01-22 18:00:00
user_57,product_48,5,2023-01-22 19:00:00
user_156,product_23,5,2023-01-22 22:00:00
user_119,product_20,5,2023-01-22 23:00:00
user_163,product_38,5,2023-01-23 00:00:00
user_20,product_40,4,2023-01-23 01:00:00
user_137,product_12,5,2023-01-23 03:00:00
user_100,product_10,5,2023-01-23 04:00:00
user_151,product_45,1,2023-01-23 05:00:00
user_191,product_18,3,2023-01-23 06:00:00
user_176,product_10,5,2023-01-23 07:00:00
user_35,product_45,5,2023-01-23 09:00:00
user_95,product_44,4,2023-01-23 10:00:00
user_151,product_0,4,2023-01-23 11:00:00
user_150,product_39,2,2023-01-23 12:00:00
user_189,product_43,3,2023-01-23 13:00:00
user_36,product_18,5,2023-01-23 14:00:00
user_11,product_11,5,2023-01-23 15:00:00
user_112,product_7,5,2023-01-23 16:00:00
user_182,product_7,4,2023-01-23 17:00:00
user_12,product_44,5,2023-01-23 18:00:00
user_98,product_47,4,2023-01-23 20:00:00
user_104,product_32,2,2023-01-23 21:00:00
user_29,product_44,5,2023-01-23 22:00:00
user_16,product_25,5,2023-01-23 23:00:00
user_112,product_38,5,2023-01-24 00:00:00
user_61,product_27,1,2023-01-24 01:00:00
user_83,product_4,5,2023-01-24 02:00:00
user_111,product_7,4,2023-01-24 03:00:00
user_85,product_24,4,2023-01-24 04:00:00
user_140,product_26,3,2023-01-24 05:00:00
user_186,product_45,4,2023-01-24 06:00:00
user_18,product_22,4,2023-01-24 07:00:00
user_176,product_29,4,2023-01-24 08:00:00
user_99,product_44,5,2023-01-24 09:00:00
user_139,product_46,5,2023-01-24 10:00:00
user_188,product_22,4,2023-01-24 11:00:00
user_146,product_48,5,2023-01-24 12:00:00
user_75,product_46,4,2023-01-24 13:00:00
user_8,product_19,3,2023-01-24 14:00:00
user_198,product_17,5,2023-01-24 15:00:00
user_27,product_17,3,2023-01-24 16:00:00
user_127,product_1,4,2023-01-24 17:00:00
user_51,product_3,3,2023-01-24 18:00:00
user_82,product_29,2,2023-01-24 19:00:00
user_110,product_32,5,2023-01-24 20:00:00
user_143,product_35,4,2023-01-24 21:00:00
user_116,product_17,4,2023-01-24 22:00:00
user_68,product_36,1,2023-01-24 23:00:00
user_98,product_18,5,2023-01-25 00:00:00
user_24,product_27,5,2023-01-25 02:00:00
user_179,product_39,4,2023-01-25 03:00:00
user_122,product_19,3,2023-01-25 04:00:00
user_52,product_48,4,2023-01-25 05:00:00
user_150,product_32,3,2023-01-25 06:00:00
user_143,product_11,4,2023-01-25 07:00:00
user_56,product_14,4,2023-01-25 08:00:00
user_38,product_40,5,2023-01-25 09:00:00
user_108,product_38,2,2023-01-25 10:00:00
user_180,product_1,5,2023-01-25 11:00:00
user_41,product_28,3,2023-01-25 12:00:00
user_185,product_40,4,2023-01-25 13:00:00
user_166,product_9,4,2023-01-25 14:00:00
user_141,product_1,5,2023-01-25 15:00:00
user_121,product_10,3,2023-01-25 16:00:00
user_132,product_12,2,2023-01-25 17:00:00
user_162,product_9,4,2023-01-25 18:00:00
user_74,product_13,3,2023-01-25 19:00:00
user_145,product_17,3,2023-01-25 20:00:00
user_75,product_8,4,2023-01-25 21:00:00
user_8,product_38,2,2023-01-25 22:00:00
user_73,product_27,1,2023-01-25 23:00:00
user_185,product_2,5,2023-01-26 00:00:00
user_144,product_19,4,2023-01-26 01:00:00
user_6,product_5,3,2023-01-26 02:00:00
user_173,product_26,4,2023-01-26 03:00:00
user_140,product_1,5,2023-01-26 04:00:00
user_167,product_28,4,2023-01-26 05:00:00
user_169,product_37,4,2023-01-26 06:00:00
user_136,product_2,3,2023-01-26 07:00:00
user_177,product_15,4,2023-01-26 08:00:00
user_26,product_29,4,2023-01-26 09:00:00
user_121,product_39,5,2023-01-26 10:00:00
user_193,product_1,5,2023-01-26 11:00:00
user_4,product_16,5,2023-01-26 12:00:00
user_28,product_40,4,2023-01-26 13:00:00
user_164,product_11,4,2023-01-26 14:00:00
user_165,product_34,4,2023-01-26 15:00:00
user_82,product_42,3,2023-01-26 16:00:00
user_135,product_0,3,2023-01-26 17:00:00
user_108,product_44,5,2023-01-26 18:00:00
user_64,product_14,4,2023-01-26 19:00:00
user_85,product_25,4,2023-01-26 20:00:00
user_144,product_36,4,2023-01-26 21:00:00
user_70,product_20,4,2023-01-26 22:00:00
user_44,product_48,2,2023-01-26 23:00:00
user_131,product_30,5,2023-01-27 00:00:00
user_35,product_24,3,2023-01-27 01:00:00
user_69,product_22,5,2023-01-27 02:00:00
